question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level,difficulty_band
AP_0217,Find the SI on Rs. 1500 at 8% per annum for 3 years.,Rs. 360,Rs. 480,Rs. 360,Rs. 420,A,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0219,What principal will give Rs. 450 as SI at 6% per annum in 5 years?,Rs. 1200,Rs. 1400,Rs. 1500,Rs. 1600,C,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0221,"If SI for 2 years is Rs. 360 at 9% p.a., find the principal.",Rs. 1800,Rs. 2000,Rs. 2200,Rs. 2400,B,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0222,Rs. 5000 is lent at 10% for 2 years and Rs. 3000 at 12% for 3 years. Find total interest.,Rs. 2080,Rs. 2060,Rs. 2040,Rs. 2000,A,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0224,A sum amounts to Rs. 4800 in 4 years at 15% SI. Find the principal.,Rs. 3000,Rs. 3200,Rs. 3400,Rs. 3600,A,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0225,What is the difference between SI and CI on Rs. 1000 at 10% for 2 years?,Rs. 10,Rs. 20,Rs. 30,Rs. 40,A,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0227,Rs. 800 was invested at 5% per annum simple interest. Find the amount after 4 years.,Rs. 950,Rs. 960,Rs. 970,Rs. 980,B,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0230,A man took Rs. 3000 at 10% SI and Rs. 2000 at 12% SI. Total interest for 2 years is:,Rs. 1080,Rs. 1040,Rs. 1000,Rs. 960,A,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0231,"An investor puts Rs. 4000 in a bank at 6% SI. After 2 years, he reinvests total at same rate for 2 more years. Final amount:",Rs. 4979,Rs. 4960,Rs. 4940,Rs. 4980,A,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0232,"If P = Rs. 1200, R = 10% p.a. and T = 18 months, find SI.",Rs. 175,Rs. 180,Rs. 185,Rs. 190,B,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0234,A sum amounts to Rs. 7700 at 10% SI in 3 years. Find original sum.,Rs. 5500,Rs. 5750,Rs. 6000,Rs. 6500,B,Aptitude,Quantitative Aptitude,Foundational (L0-L10),Foundational
AP_0235,What is the meaning of the word 'Gregarious'?,Shy and reserved,Fond of company,Extremely intelligent,Very stubborn,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0236,Which word means 'brief and to the point'?,Verbose,Laconic,Loquacious,Garrulous,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0237,What does 'Ubiquitous' mean?,Rare and unique,Present everywhere,Extremely loud,Very large,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0238,Choose the correct meaning of 'Obsolete'.,Brand new,No longer in use,Very popular,Highly advanced,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0239,What does the word 'Ambivalent' mean?,Completely sure,Having mixed feelings about something,Very enthusiastic,Deeply emotional,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0240,Choose the word that means 'tending to avoid work'?,Diligent,Industrious,Indolent,Zealous,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0241,What does 'Benevolent' mean?,Hostile,Kind and generous,Deceitful,Cowardly,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0242,Which word is closest in meaning to 'Candid'?,Frank,Secretive,Dishonest,Complicated,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0243,The word 'Meticulous' best describes someone who:,Works carelessly,Pays great attention to detail,Acts impulsively,Speaks rudely,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0244,What does 'Ephemeral' mean?,Long lasting,Short-lived,Very bright,Very dark,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0245,The word 'Arduous' means:,Easy and simple,Very difficult,Extremely joyful,Quite boring,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0246,What does 'Exacerbate' mean?,To improve,To worsen,To confuse,To simplify,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0247,Which word means 'using fewer words than necessary'?,Wordy,Concise,Fluent,Verbose,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0248,What is the meaning of 'Prudent'?,Careless,Showing good judgment,Reckless,Ignorant,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0249,Vindictive' means:,Forgiving,Seeking revenge,Innocent,Sympathetic,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0250,What does 'Altruistic' mean?,Self-centered,Selflessly concerned for others,Arrogant,Indifferent,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0251,The word 'Disparate' means:,Very similar,Essentially different,Closely connected,Nearly identical,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0252,What does 'Incoherent' mean?,Well-structured,Unclear or hard to understand,Very loud,Highly organized,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0253,Pensive' means:,Happy,Engaged in deep thought,Energetic,Angry,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0254,What is the meaning of 'Ludicrous'?,Serious,Absurd or ridiculous,Logical,Fearful,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0255,The word 'Tenacious' means:,Easily giving up,Holding firmly to something,Quite timid,Very shy,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0256,What does 'Sycophant' mean?,An honest critic,A flatterer who seeks favor,A brave soldier,A wise philosopher,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0257,Enigmatic' means:,Straightforward,Mysterious and hard to understand,Very obvious,Extremely logical,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0258,What does 'Impetuous' mean?,Cautious,Acting suddenly without thinking,Very slow,Extremely careful,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0259,Frugal' means:,Wasteful,Careful with money and resources,Very generous,Extravagant,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0260,What is the meaning of 'Eloquent'?,Inarticulate,Fluent and persuasive in speech,Very quiet,Extremely boring,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0261,Choose the synonym of 'Brave'?,Cowardly,Bold,Timid,Fearful,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0262,What is the antonym of 'Affluent'?,Wealthy,Rich,Destitute,Prosperous,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0263,Choose the synonym of 'Diligent'?,Lazy,Hardworking,Careless,Negligent,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0264,The antonym of 'Transparent' is:,Clear,Obvious,Opaque,Lucid,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0265,Synonym of 'Verbose' is:,Concise,Taciturn,Wordy,Silent,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0266,What is the antonym of 'Humble'?,Modest,Arrogant,Simple,Gentle,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0267,Synonym of 'Reprimand' is:,Praise,Scold,Encourage,Ignore,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0268,Antonym of 'Amplify':,Expand,Enlarge,Reduce,Increase,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0269,Synonym of 'Ferocious':,Gentle,Fierce,Calm,Peaceful,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0270,What is the antonym of 'Trivial'?,Minor,Unimportant,Significant,Small,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0271,Synonym of 'Barren':,Fertile,Productive,Infertile,Lush,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0272,Antonym of 'Apathy':,Indifference,Enthusiasm,Neglect,Laziness,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0273,Synonym of 'Proficient':,Unskilled,Incompetent,Skilled,Slow,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0274,Antonym of 'Dormant':,Sleeping,Inactive,Active,Idle,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0276,Antonym of 'Frivolous':,Silly,Trivial,Serious,Playful,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0277,Synonym of 'Elated':,Depressed,Unhappy,Joyful,Sad,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0278,Antonym of 'Avarice':,Greed,Generosity,Stinginess,Selfishness,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0279,Synonym of 'Serene':,Turbulent,Chaotic,Calm,Noisy,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0280,Antonym of 'Docile':,Tame,Obedient,Unruly,Gentle,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0281,Synonym of 'Nefarious':,Virtuous,Wicked,Noble,Righteous,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0282,Antonym of 'Lament':,Mourn,Grieve,Celebrate,Suffer,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0283,Synonym of 'Ominous':,Promising,Threatening,Cheerful,Favorable,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0284,Antonym of 'Prodigal':,Wasteful,Extravagant,Frugal,Lavish,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0285,Synonym of 'Inquisitive':,Disinterested,Indifferent,Curious,Bored,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0286,Antonym of 'Oblivious':,Unaware,Ignorant,Conscious,Forgetful,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0287,Synonym of 'Remorse':,Satisfaction,Guilt,Happiness,Pride,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0288,Antonym of 'Aloof':,Distant,Unfriendly,Reserved,Sociable,D,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0289,Synonym of 'Volatile':,Stable,Steady,Unpredictable,Firm,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0290,Antonym of 'Opulent':,Luxurious,Rich,Impoverished,Lavish,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0291,Choose the correct article: 'She is ___ honest woman.',a,an,the,No article,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0292,Select the correct preposition: 'He arrived ___ Monday.',in,at,on,by,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0293,Fill in the blank: '___ Nile is the longest river in Africa.',A,An,The,No article,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0294,Correct sentence: 'The book is ___ the table.',in,at,on,over,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0295,Choose the correct article: 'He wants to be ___ engineer.',a,an,the,no article needed,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0296,Fill in: 'She lives ___ Mumbai.',at,in,on,by,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0297,Select: 'I have been waiting ___ two hours.',since,from,for,during,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0298,Choose article: '___ sun rises in the east.',A,An,The,No article,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0299,Fill in: 'She is afraid ___ dogs.',from,of,with,for,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0300,Correct preposition: 'The train departs ___ 7 AM.',in,on,at,by,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0301,Choose: 'He is good ___ mathematics.',in,at,on,with,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0302,Article: 'He is ___ MBA graduate.',a,an,the,none,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0303,Preposition: 'She has been working here ___ 2015.',for,since,from,during,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0304,Article: 'He read ___ book I recommended.',a,an,the,no article,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0305,Choose: 'I am proud ___ my achievements.',for,of,about,at,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0306,Article: '___ apple a day keeps the doctor away.',A,An,The,No article,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0307,Preposition: 'The cat jumped ___ the wall.',across,over,through,under,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0308,Article: '___ honest person is always respected.',A,An,The,No article,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0309,Preposition: 'He spoke ___ a low voice.',with,in,by,on,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0310,Article: '___ gold is a precious metal.' (general sense),A,An,The,No article,D,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0311,Preposition: 'The child ran ___ the park.',in,into,through,across,D,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0312,Correct article: 'Mount Everest is ___ highest peak.',a,an,the,no article,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0313,Preposition: 'He was absorbed ___ his work.',with,at,in,on,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0314,Article: 'She plays ___ guitar in a band.',a,an,the,no article,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0315,"Despite his old age, he was still ___ of completing the marathon.",unable,capable,incapable,unfit,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0316,Her voice was so ___ that everyone in the room fell silent.,loud,melodious,harsh,ordinary,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0317,The government has launched a new ___ to reduce unemployment.,policy,obstacle,barrier,problem,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0318,He was ___ by the complexity of the problem and couldn't find a solution.,assisted,baffled,motivated,inspired,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0319,The teacher was ___ with the student's progress and praised him.,disappointed,dissatisfied,pleased,displeased,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0320,"Owing to severe drought, the crops this season were quite ___.",abundant,plentiful,scarce,numerous,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0321,The detective was known for his ___ attention to even the smallest details.,careless,negligent,meticulous,casual,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0322,The weather was so ___ yesterday that we decided to cancel the picnic.,pleasant,favorable,awful,moderate,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0323,It is quite ___ to drive without a seatbelt.,safe,mandatory,dangerous,optional,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0324,The scientist's theory was so ___ that even experts struggled to understand it.,simple,basic,abstruse,clear,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0325,"After the long hike, everyone was completely ___.",energetic,refreshed,exhausted,enthusiastic,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0326,She managed to complete the project ___ the tight deadline.,despite,because,after,before,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0327,The community came together to ___ the flood victims.,harm,aid,ignore,mislead,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0328,His constant ___ prevented him from focusing on studies.,determination,distraction,concentration,dedication,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0329,The company saw a significant ___ in profits after the new strategy.,decline,rise,drop,fall,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0330,A true leader should be ___ and listen to the team's concerns.,autocratic,approachable,arrogant,dismissive,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0331,The injured athlete showed great ___ in continuing despite the pain.,weakness,courage,hesitation,fear,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0332,Her ___ preparation for the interview impressed the panel.,last-minute,hasty,thorough,careless,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0333,The old building was ___ and had to be demolished.,sturdy,strong,dilapidated,modern,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0334,His argument was so ___ that the jury quickly reached a verdict.,weak,unconvincing,compelling,confusing,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0335,The new law was meant to ___ corruption at all levels.,promote,encourage,eradicate,support,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0336,He showed great ___ in completing the marathon despite injury.,indifference,determination,laziness,hesitation,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0337,The CEO's ___ speech motivated all the employees.,boring,dull,inspiring,monotonous,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0338,"Despite the ___ weather, the event was a grand success.",pleasant,favorable,adverse,mild,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0339,One who cannot be corrected is called:,Innocent,Incorrigible,Infallible,Indefatigable,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0340,A person who walks in sleep is called:,Insomniac,Narcoleptic,Somnambullist,Amnesiac,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0341,What word refers to a government by the people?,Monarchy,Aristocracy,Democracy,Theocracy,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0342,A place where dead bodies are kept before burial:,Museum,Mortuary,Library,Cemetery,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0343,The art of effective or persuasive speaking or writing is called:,Rhetoric,Philosophy,Linguistics,Semantics,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0344,A person who eats both plants and animals is:,Herbivore,Carnivore,Omnivore,Insectivore,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0345,What is a speech made without preparation called?,Deliberate,Extempore,Rehearsed,Scripted,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0346,The crime of killing one's own mother is:,Patricide,Homicide,Matricide,Fratricide,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0347,One who knows many languages is:,Monolingual,Bilingual,Polyglot,Linguist,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0348,A person who does not believe in God is:,Agnostic,Theist,Atheist,Deist,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0349,Extreme old age when one becomes weak and senile is:,Puberty,Adolescence,Dotage,Menopause,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0350,A list of names or items is called:,Memo,Catalogue,Report,Agenda,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0351,One who is always doubting is:,Optimist,Pessimist,Skeptic,Fatalist,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0352,The act of killing a king is called:,Regicide,Genocide,Suicide,Homicide,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0353,A person who hates women is called:,Philanthropist,Feminist,Misogynist,Narcissist,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0354,Words that have the same sound but different meanings are:,Synonyms,Antonyms,Homophones,Homographs,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0355,Fear of water is known as:,Claustrophobia,Hydrophobia,Agoraphobia,Acrophobia,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0356,A person who supports and promotes human welfare is called:,Miser,Philanthropist,Egotist,Pessimist,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0357,One who pretends to be what he is not:,Honest,Hypocrite,Sincere,Genuine,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0358,An introduction to a book is called:,Epilogue,Appendix,Preface,Index,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0359,A government run by the wealthy class is called:,Plutocracy,Democracy,Monarchy,Oligarchy,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0360,Something that cannot be seen through is called:,Transparent,Translucent,Opaque,Invisible,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0361,Choose the correct sentence:,Each of the students are present.,Each of the students is present.,Each of the students were present.,Each of the students be present.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0362,Identify the correct sentence:,The news are shocking.,The news is shocking.,The news were shocking.,The news have shocked.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0363,Select the grammatically correct option:,Neither of the answers are correct.,Neither of the answers were correct.,Neither of the answers is correct.,Neither of the answers being correct.,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0365,Correct sentence:,Two and two make four.,Two and two makes four.,Two and two are making four.,Two and two were made four.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0366,Which is correct?,Either John or his brothers is to blame.,Either John or his brothers are to blame.,Either John or his brothers was to blame.,Either John or his brothers been to blame.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0367,Identify the error-free sentence:,Physics are my favorite subject.,Physics is my favorite subject.,Physics were my favorite subject.,Physics have been my favorite subject.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0368,Which is grammatically correct?,A number of students was absent.,A number of students were absent.,A number of students is absent.,A number of students has been absent.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0369,Choose the correct option:,The quality of apples are poor.,The quality of apples were poor.,The quality of apples is poor.,The quality of apples have been poor.,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0372,Which sentence is correct?,The data shows a clear trend.,The data show a clear trend.,The data are showing a clear trend.,The data were showing a clear trend.,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0373,Choose correctly:,No news are good news.,No news is good news.,No news were good news.,No news have been good news.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0375,Select the correct sentence:,Five kilograms of rice are sufficient.,Five kilograms of rice is sufficient.,Five kilograms of rice were sufficient.,Five kilograms of rice have been sufficient.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0377,Choose the right sentence:,Mathematics are difficult.,Mathematics is difficult.,Mathematics were difficult.,Mathematics have been difficult.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0378,Which sentence is grammatically correct?,Each boy and each girl are present.,Each boy and each girl is present.,Each boy and each girl were present.,Each boy and each girl be present.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0379,Select correct:,The scissors is on the table.,The scissors are on the table.,The scissors was on the table.,The scissors being on the table.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0380,Choose the grammatically correct sentence:,Many a student have passed the exam.,Many a student has passed the exam.,Many a student were passing the exam.,Many a student are passing the exam.,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0383,"Although it was raining heavily, he ___ to reach office on time.",managed,failed,refused,declined,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0384,"The more you practice, ___ you will become at the skill.",the better,the worse,the average,the same,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0385,She had barely finished her homework ___ the power went out.,after,when,before,since,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0386,"Not only did he apologize, but he ___ sent flowers to make amends.",never,rarely,also,barely,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0387,The scientist ___ experiments for years before making the breakthrough.,had been conducting,will conduct,is conducting,has conduct,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0388,"If she ___ harder, she would have scored better marks.",studied,had studied,studies,has studied,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0389,The city was unrecognizable after the earthquake ___ it beyond recovery.,built,developed,damaged,restored,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0390,He was so exhausted that he fell asleep ___ he hit the pillow.,after,while,as soon as,before,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0391,The students were warned that repeated absence ___ result in disqualification.,could,should,might,would,D,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0392,"It was a difficult decision, but she finally ___ to accept the offer.",deciding,decided,had decide,was deciding,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0393,I would rather ___ at home than go to the crowded mall.,stay,stayed,to stay,staying,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0394,Hardly had the match started ___ it began to rain.,then,when,than,after,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0395,"She was too tired to continue; ___, she decided to take a break.",however,moreover,therefore,although,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0396,The announcement was so sudden that nobody ___ to react in time.,was able,is able,are able,were able,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0397,"By the time we arrived, the party ___?",had already ended,was already ending,already ended,has already ended,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0398,She ___ the book twice before writing her review.,had read,reads,is reading,will read,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0399,He was ___ in his belief even when everyone disagreed with him.,wavering,uncertain,steadfast,indecisive,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0400,The documentary ___ great light on the issues of poverty and inequality.,sheds,shed,has shed,is shedding,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0401,Success does not come ___ hard work and perseverance.,with,without,by,of,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0402,The manager asked all employees to ___ the new company policy.,disobey,challenge,adhere to,ignore,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0403,Her confidence grew as she ___ more experience in the field.,loses,lost,gained,misses,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0404,The bridge ___ under construction for the past three years.,was,is,has been,had,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0405,"He apologized profusely, ___ his friend forgave him immediately.",so,yet,therefore,and,D,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0406,The prize will be awarded to whoever ___ the most innovative solution.,presents,presented,will present,presenting,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0407,What does the idiom 'hit the sack' mean?,Hit something,Go to sleep,Leave quickly,Eat a meal,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0408,Bite the bullet' means:,To eat hastily,To endure a painful situation,To shoot someone,To act cowardly,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0409,What does 'break the ice' mean?,Destroy ice,To start a conversation or ease tension,To end a relationship,To make someone angry,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0410,Cost an arm and a leg' means:,Very cheap,Physically harmful,Extremely expensive,Easy to afford,C,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0411,The phrase 'under the weather' means:,Beautiful climate,Feeling ill,Working outdoors,Enjoying rain,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0412,What does 'let the cat out of the bag' mean?,Release a pet,Reveal a secret accidentally,Cause trouble,Become very angry,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
